"V1","V2"
0,0.33392848909659
1,0.335281088482492
2,0.335805461341533
3,0.336105873488236
4,0.336302187921159
5,0.33643961578447
6,0.336540268490703
7,0.336616288477634
8,0.336674878038679
9,0.336720567098576
10,0.336756337130969
11,0.336784219936301
12,0.336805636007553
13,0.336821595163408
14,0.336832820191763
15,0.336839825309197
16,0.336842966884313
17,0.336842476357937
18,0.336838481159763
19,0.336831017029623
20,0.336820033682253
21,0.336805394772375
22,0.336786872371575
23,0.336764135494835
24,0.336736731475365
25,0.336704058030903
26,0.336665322481528
27,0.336619482426217
28,0.336565158661095
29,0.336500505109542
30,0.33642300986033
31,0.336329181648528
32,0.336214037769398
33,0.336070230889113
34,0.335886480912613
35,0.335644575209305
36,0.335313163151281
37,0.334833587464976
38,0.334083187644756
39,0.332764379670951
40,0.330041540961164
41,0.325758359960565
42,0.327777174163366
43,0.330584487367982
44,0.332475517165555
45,0.33338180215983
46,0.333295228527632
47,0.332239751258081
48,0.330207117387353
49,0.326687601041782
50,0.321438695031299
51,0.314681477810128
52,0.306710736361578
53,0.297765590785271
54,0.287917802622825
55,0.277251467693243
56,0.266191482687042
57,0.255166352729986
58,0.244365561816317
59,0.233808458292789
60,0.223399415575136
61,0.213009103609503
62,0.20259237544236
63,0.192230526287
64,0.182074297166481
65,0.172269218788067
66,0.162917524938189
67,0.154074581679387
68,0.145760489034283
69,0.137973201823571
70,0.130698092602468
71,0.123913725215486
72,0.117595058964771
73,0.111715224469549
74,0.106246587730498
75,0.101161469673304
76,0.096432680968837
77,0.0920339310244019
78,0.0879401307734535
79,0.0841275991553923
80,0.0805741845493124
81,0.0772593159623236
82,0.0741640009164623
83,0.0712707868116453
84,0.0685637002792816
85,0.0660281752990842
86,0.0636509763427362
87,0.0614201182396047
88,0.0593247805437414
89,0.0573552116792151
90,0.0555026178240642
91,0.0537590338842009
92,0.0521171788027058
93,0.0505703035431131
94,0.0491120452342477
95,0.0477363032247688
96,0.0464371515160195
97,0.0452087979153639
98,0.0440455942100767
99,0.0429420939510839
100,0.0418931452366438
101,0.0408939969334594
102,0.0399403917850524
103,0.0390286224416644
104,0.0381555369675252
105,0.0373184948714895
106,0.0365152871375607
107,0.0357440397285432
108,0.0350031189785295
109,0.0342910516406756
110,0.0336064654873657
111,0.0329480507434977
112,0.0323145392519022
113,0.0317046969561978
114,0.0311173253582798
115,0.030551268352159
116,0.0300054217368601
117,0.0294787434860352
118,0.0289702634008175
119,0.0284790911094389
120,0.02800442157385
121,0.0275455374101493
122,0.0271018075081756
123,0.0266726817013392
124,0.0262576816058961
125,0.0258563881888249
126,0.0254684270638446
127,0.0250934528611312
128,0.0247311341776114
129,0.0243811405359535
130,0.0240431324635081
131,0.0237167553108327
132,0.0234016368706495
133,0.0230973883509113
134,0.0228036078948311
135,0.0225198856731663
136,0.0222458095936395
137,0.0219809708328622
138,0.021724968632792
139,0.0214774140545707
140,0.0212379326021266
141,0.0210061657918631
142,0.0207817718471107
143,0.0205644257432239
144,0.0203538188332384
145,0.0201496582580061
146,0.0199516663003183
147,0.0197595797894195
148,0.019573149608468
149,0.0193921403096816
150,0.0192163298054833
151,0.0190455090823532
152,0.0188794818783193
153,0.0187180642732597
154,0.0185610841593778
155,0.0184083805819633
156,0.0182598029625099
157,0.0181152102332873
158,0.0179744699222868
159,0.0178374572298317
160,0.0177040541343436
161,0.0175741485569453
162,0.0174476336050068
163,0.0173244069053596
164,0.0172043700299359
165,0.0170874280106883
166,0.0169734889368528
167,0.0168624636256832
168,0.0167542653572362
169,0.0166488096641767
170,0.0165460141684442
171,0.0164457984576771
172,0.0163480839953055
173,0.0162527940590759
174,0.0161598537034312
175,0.0160691897416278
176,0.0159807307437982
177,0.0158944070473848
178,0.0158101507765512
179,0.0157278958673629
180,0.0156475780957373
181,0.0155691351054277
182,0.015492506433625
183,0.0154176335321118
184,0.0153444597823159
185,0.0152729305030079
186,0.015202992949811
187,0.0151345963060808
188,0.0150676916650716
189,0.0150022320036264
190,0.0149381721478867
191,0.0148754687317316
192,0.014814080148803
193,0.0147539664990754
194,0.0146950895309777
195,0.0146374125800804
196,0.0145809005053344
197,0.0145255196237912
198,0.014471237644655
199,0.0144180236034267
200,0.0143658477968037
201,0.0143146817188893
202,0.0142644979991727
203,0.0142152703426395
204,0.0141669734722858
205,0.0141195830742276
206,0.0140730757455257
207,0.0140274289447894
208,0.0139826209455658
209,0.0139386307924861
210,0.0138954382601003
211,0.0138530238143159
212,0.0138113685763277
213,0.0137704542889218
214,0.013730263285025
215,0.0136907784583669
216,0.0136519832361251
217,0.0136138615534209
218,0.0135763978295433
219,0.0135395769457736
220,0.0135033842247029
221,0.0134678054109286
222,0.0134328266530283
223,0.0133984344867173
224,0.0133646158190979
225,0.0133313579139192
226,0.0132986483777696
227,0.0132664751471296
228,0.0132348264762206
229,0.0132036909255852
230,0.0131730573513454
231,0.0131429148950822
232,0.0131132529742921
233,0.0130840612733701
234,0.013055329735083
235,0.0130270485524886
236,0.0129992081612705
237,0.0129717992324512
238,0.0129448126654557
239,0.0129182395814964
240,0.0128920713172544
241,0.0128662994188327
242,0.0128409156359612
243,0.0128159119164324
244,0.0127912804007505
245,0.0127670134169779
246,0.0127431034757639
247,0.0127195432655427
248,0.0126963256478886
249,0.0126734436530165
250,0.0126508904754211
251,0.0126286594696426
252,0.0126067441461533
253,0.0125851381673579
254,0.0125638353437018
255,0.0125428296298811
256,0.0125221151211504
257,0.0125016860497241
258,0.0124815367812674
259,0.0124616618114747
260,0.0124420557627299
261,0.01242271338085
262,0.0124036295319068
263,0.0123847991991261
264,0.0123662174798619
265,0.0123478795826444
266,0.0123297808243014
267,0.0123119166271493
268,0.0122942825162552
269,0.012276874116767
270,0.0122596871513111
271,0.012242717437457
272,0.0122259608852477
273,0.0122094134947938
274,0.0121930713539309
275,0.0121769306359412
276,0.0121609875973351
277,0.0121452385756921
278,0.0121296799875645
279,0.0121143083264358
280,0.0120991201607384
281,0.0120841121319268
282,0.0120692809526054
283,0.0120546234047109
284,0.0120401363377466
285,0.0120258166670683
286,0.0120116613722214
287,0.0119976674953259
288,0.0119838321395096
289,0.0119701524673886
290,0.0119566256995932
291,0.0119432491133364
292,0.0119300200410284
293,0.0119169358689306
294,0.0119039940358513
295,0.0118911920318803
296,0.0118785273971621
297,0.0118659977207071
298,0.0118536006392375
299,0.0118413338360677
300,0.0118291950400207
301,0.0118171820243752
302,0.0118052926058445
303,0.0117935246435871
304,0.0117818760382452
305,0.0117703447310133
306,0.0117589287027332
307,0.011747625973016
308,0.0117364345993901
309,0.011725352676473
310,0.0117143783351684
311,0.0117035097418848
312,0.0116927450977777
313,0.0116820826380122
314,0.0116715206310468
315,0.0116610573779367
316,0.0116506912116567
317,0.0116404204964427
318,0.0116302436271498
319,0.0116201590286297
320,0.0116101651551222
321,0.0116002604896647
322,0.0115904435435162
323,0.0115807128555955
324,0.0115710669919347
325,0.0115615045451464
326,0.0115520241339033
327,0.0115426244024312
328,0.0115333040200148
329,0.0115240616805145
330,0.0115148961018948
331,0.0115058060257649
332,0.0114967902169284
333,0.0114878474629449
334,0.0114789765737001
335,0.0114701763809869
336,0.0114614457380948
337,0.0114527835194092
338,0.0114441886200187
339,0.0114356599553311
340,0.0114271964606983
341,0.0114187970910478
342,0.0114104608205224
343,0.0114021866421289
344,0.0113939735673905
345,0.0113858206260102
346,0.0113777268655387
347,0.0113696913510482
348,0.0113617131648157
349,0.011353791406009
350,0.0113459251903813
351,0.01133811364997
352,0.0113303559328031
353,0.0113226512026089
354,0.0113149986385335
355,0.0113073974348615
356,0.0112998468007433
357,0.0112923459599271
358,0.0112848941504952
359,0.0112774906246064
360,0.0112701346482416
361,0.0112628255009549
362,0.0112555624756293
363,0.0112483448782361
364,0.0112411720275993
365,0.0112340432551635
366,0.0112269579047666
367,0.011219915332416
368,0.0112129149060692
369,0.0112059560054176
370,0.0111990380216752
371,0.0111921603573695
372,0.0111853224261373
373,0.0111785236525237
374,0.0111717634717845
375,0.0111650413296919
376,0.0111583566823441
377,0.0111517089959776
378,0.0111450977467829
379,0.0111385224207244
380,0.0111319825133615
381,0.0111254775296751
382,0.0111190069838946
383,0.0111125703993307
384,0.0111061673082087
385,0.0110997972515056
386,0.011093459778791
387,0.0110871544480695
388,0.0110808808256259
389,0.0110746384858741
390,0.0110684270112079
391,0.0110622459918545
392,0.0110560950257309
393,0.011049973718302
394,0.0110438816824432
395,0.0110378185383027
396,0.0110317839131684
397,0.0110257774413363
398,0.0110197987639816
399,0.0110138475290307
400,0.0110079233910391
401,0.0110020260110667
402,0.0109961550565588
403,0.0109903102012287
404,0.0109844911249409
405,0.0109786975135985
406,0.0109729290590307
407,0.0109671854588841
408,0.0109614664165149
409,0.0109557716408832
410,0.0109501008464499
411,0.0109444537530748
412,0.0109388300859166
413,0.0109332295753357
414,0.0109276519567973
415,0.0109220969707781
416,0.010916564362673
417,0.010911053882705
418,0.0109055652858355
419,0.0109000983316776
420,0.0108946527844104
421,0.0108892284126942
422,0.0108838249895893
423,0.0108784422924738
424,0.0108730801029655
425,0.0108677382068433
426,0.0108624163939716
427,0.0108571144582248
428,0.0108518321974142
429,0.0108465694132165
430,0.0108413259111028
431,0.0108361015002699
432,0.0108308959935716
433,0.0108257092074534
434,0.0108205409618865
435,0.0108153910803044
436,0.0108102593895401
437,0.0108051457197643
438,0.0108000499044264
439,0.010794971780194
440,0.0107899111868963
441,0.0107848679674666
442,0.0107798419678875
443,0.0107748330371357
444,0.0107698410271294
445,0.0107648657926754
446,0.0107599071914181
447,0.0107549650837892
448,0.0107500393329587
449,0.0107451298047862
450,0.0107402363677739
451,0.0107353588930203
452,0.0107304972541749
453,0.0107256513273931
454,0.0107208209912932
455,0.0107160061269131
456,0.010711206617669
457,0.010706422349314
458,0.0107016532098974
459,0.0106968990897261
460,0.0106921598813253
461,0.0106874354794006
462,0.0106827257808014
463,0.0106780306844835
464,0.0106733500914742
465,0.0106686839048367
466,0.0106640320296364
467,0.0106593943729066
468,0.0106547708436151
469,0.0106501613526336
470,0.0106455658127037
471,0.0106409841384074
472,0.0106364162461354
473,0.0106318620540576
474,0.0106273214820943
475,0.0106227944518859
476,0.0106182808867658
477,0.0106137807117323
478,0.0106092938534205
479,0.010604820240077
480,0.0106003598015322
481,0.010595912469175
482,0.0105914781759278
483,0.0105870568562208
484,0.0105826484459684
485,0.0105782528825445
486,0.0105738701047588
487,0.0105695000528345
488,0.0105651426683839
489,0.0105607978943874
490,0.0105564656751709
491,0.0105521459563837
492,0.0105478386849776
493,0.0105435438091861
494,0.0105392612785029
495,0.0105349910436624
496,0.0105307330566186
497,0.0105264872705268
498,0.0105222536397229
499,0.0105180321197049
500,0.0105138226671138
501,0.0105096252397149
502,0.0105054397963796
503,0.0105012662970677
504,0.0104971047028084
505,0.0104929549756842
506,0.0104888170788122
507,0.010484690976328
508,0.0104805766333679
509,0.0104764740160531
510,0.0104723830914721
511,0.0104683038276653
512,0.0104642361936087
513,0.0104601801591977
514,0.0104561356952314
515,0.010452102773397
516,0.0104480813662548
517,0.0104440714472226
518,0.0104400729905605
519,0.0104360859713562
520,0.0104321103655101
521,0.0104281461497208
522,0.0104241933014705
523,0.0104202517990104
524,0.0104163216213471
525,0.0104124027482279
526,0.0104084951601268
527,0.0104045988382312
528,0.0104007137644273
529,0.0103968399212874
530,0.0103929772920556
531,0.0103891258606349
532,0.0103852856115735
533,0.0103814565300517
534,0.0103776386018686
535,0.0103738318134298
536,0.0103700361517335
537,0.0103662516043582
538,0.0103624781594498
539,0.0103587158057089
540,0.0103549645323782
541,0.0103512243292301
542,0.0103474951865542
543,0.0103437770951451
544,0.0103400700462898
545,0.0103363740317557
546,0.0103326890437789
547,0.0103290150750512
548,0.0103253521187093
549,0.0103217001683216
550,0.0103180592178782
551,0.0103144292617771
552,0.0103108102948142
553,0.0103072023121708
554,0.0103036053094024
555,0.0103000192824273
556,0.0102964442275154
557,0.0102928801412763
558,0.0102893270206487
559,0.0102857848628894
560,0.0102822536655615
561,0.010278733426524
562,0.010275224143921
563,0.0102717258161705
564,0.0102682384419541
565,0.0102647620202058
566,0.0102612965501021
567,0.010257842031051
568,0.0102543984626819
569,0.0102509658448351
570,0.0102475441775519
571,0.0102441334610641
572,0.0102407336957845
573,0.0102373448822962
574,0.0102339670213434
575,0.0102306001138217
576,0.0102272441607681
577,0.0102238991633513
578,0.0102205651228632
579,0.0102172420407086
580,0.0102139299183961
581,0.01021062875753
582,0.0102073385597996
583,0.010204059326972
584,0.0102007910608824
585,0.0101975337634253
586,0.0101942874365471
587,0.0101910520822361
588,0.0101878277025155
589,0.0101846142994346
590,0.010181411875061
591,0.0101782204314726
592,0.0101750399707501
593,0.0101718704949687
594,0.0101687120061915
595,0.0101655645064612
596,0.0101624279977936
597,0.0101593024821703
598,0.0101561879615317
599,0.0101530844377698
600,0.0101499919127227
601,0.0101469103881665
602,0.0101438398658104
603,0.0101407803472897
604,0.01013773183416
605,0.0101346943278909
606,0.010131667829861
607,0.0101286523413515
608,0.0101256478635415
609,0.0101226543975019
610,0.0101196719441911
611,0.0101167005044497
612,0.0101137400789957
613,0.0101107906684196
614,0.0101078522731802
615,0.0101049248936003
616,0.0101020085298631
617,0.0100991031820066
618,0.0100962088499216
619,0.0100933255333471
620,0.0100904532318667
621,0.0100875919449059
622,0.0100847416717284
623,0.0100819024114333
624,0.0100790741629522
625,0.010076256925047
626,0.0100734506963066
627,0.0100706554751453
628,0.0100678712597997
629,0.0100650980483282
630,0.0100623358386075
631,0.010059584628332
632,0.0100568444150119
633,0.0100541151959718
634,0.0100513969683498
635,0.0100486897290961
636,0.0100459934749722
637,0.0100433082025502
638,0.0100406339082122
639,0.01003797058815
640,0.0100353182383647
641,0.0100326768546665
642,0.0100300464326749
643,0.0100274269678186
644,0.0100248184553362
645,0.0100222208902762
646,0.0100196342674982
647,0.0100170585816727
648,0.0100144938272829
649,0.010011939998625
650,0.01000939708981
651,0.0100068650947642
652,0.0100043440072313
653,0.0100018338207735
654,0.00999933452877283
655,0.00999684612443385
656,0.00999436860078473
657,0.00999190195067921
658,0.00998944616679936
659,0.00998700124165694
660,0.00998456716759629
661,0.0099821439367968
662,0.00997973154127478
663,0.00997732997288671
664,0.00997493922333183
665,0.00997255928415465
666,0.00997019014674802
667,0.00996783180235627
668,0.00996548424207785
669,0.00996314745686889
670,0.00996082143754621
671,0.00995850617479043
672,0.0099562016591501
673,0.00995390788104373
674,0.00995162483076488
675,0.00994935249848448
676,0.0099470908742553
677,0.00994483994801483
678,0.00994259970958973
679,0.00994037014869911
680,0.00993815125495887
681,0.0099359430178849
682,0.00993374542689734
683,0.00993155847132468
684,0.00992938214040757
685,0.00992721642330275
686,0.00992506130908758
687,0.0099229167867631
688,0.00992078284525926
689,0.00991865947343853
690,0.00991654666009967
691,0.00991444439398283
692,0.00991235266377273
693,0.00991027145810343
694,0.00990820076556219
695,0.00990614057469429
696,0.00990409087400618
697,0.00990205165197048
698,0.00990002289703009
699,0.00989800459760199
700,0.00989599674208172
701,0.00989399931884745
702,0.00989201231626435
703,0.00989003572268813
704,0.00988806952646964
705,0.0098861137159592
706,0.00988416827950995
707,0.00988223320548251
708,0.00988030848224884
709,0.00987839409819573
710,0.00987649004172982
711,0.00987459630128061
712,0.00987271286530438
713,0.00987083972228874
714,0.00986897686075594
715,0.00986712426926641
716,0.00986528193642305
717,0.00986344985087472
718,0.00986162800131963
719,0.00985981637650898
720,0.00985801496525085
721,0.00985622375641337
722,0.0098544427389279
723,0.0098526719017932
724,0.00985091123407779
725,0.00984916072492399
726,0.00984742036355032
727,0.00984569013925557
728,0.00984397004142086
729,0.00984226005951333
730,0.00984056018308893
731,0.00983887040179499
732,0.00983719070537305
733,0.00983552108366217
734,0.00983386152660071
735,0.00983221202422943
736,0.00983057256669378
737,0.00982894314424611
738,0.0098273237472487
739,0.00982571436617526
740,0.00982411499161313
741,0.0098225256142662
742,0.00982094622495545
743,0.0098193768146225
744,0.00981781737432996
745,0.00981626789526452
746,0.00981472836873739
747,0.00981319878618636
748,0.00981167913917749
749,0.00981016941940606
750,0.00980866961869846
751,0.00980717972901256
752,0.00980569974243922
753,0.00980422965120346
754,0.00980276944766475
755,0.0098013191243187
756,0.00979987867379682
757,0.00979844808886778
758,0.00979702736243756
759,0.00979561648754998
760,0.00979421545738681
761,0.00979282426526811
762,0.00979144290465242
763,0.00979007136913627
764,0.00978870965245443
765,0.00978735774847961
766,0.00978601565122193
767,0.00978468335482876
768,0.00978336085358354
769,0.00978204814190581
770,0.00978074521434963
771,0.00977945206560358
772,0.00977816869048874
773,0.00977689508395827
774,0.00977563124109562
775,0.00977437715711326
776,0.00977313282735168
777,0.009771898247277
778,0.00977067341247963
779,0.00976945831867211
780,0.00976825296168738
781,0.00976705733747663
782,0.00976587144210693
783,0.00976469527175863
784,0.00976352882272337
785,0.00976237209140099
786,0.00976122507429702
787,0.00976008776801953
788,0.00975896016927659
789,0.0097578422748722
790,0.00975673408170422
791,0.00975563558675983
792,0.00975454678711247
793,0.00975346767991839
794,0.00975239826241206
795,0.00975133853190308
796,0.00975028848577114
797,0.00974924812146264
798,0.00974821743648595
799,0.00974719642840647
800,0.00974618509484268
801,0.00974518343346075
802,0.00974419144196976
803,0.00974320911811682
804,0.00974223645968152
805,0.00974127346447053
806,0.00974032013031201
807,0.00973937645505065
808,0.00973844243654056
809,0.00973751807264023
810,0.00973660336120599
811,0.00973569830008631
812,0.00973480288711401
813,0.0097339171201014
814,0.00973304099683197
815,0.00973217451505478
816,0.00973131767247649
817,0.00973047046675443
818,0.00972963289548945
819,0.00972880495621829
820,0.00972798664640578
821,0.00972717796343706
822,0.00972637890460971
823,0.00972558946712561
824,0.00972480964808237
825,0.00972403944446552
826,0.0097232788531391
827,0.00972252787083767
828,0.00972178649415661
829,0.00972105471954374
830,0.00972033254329002
831,0.00971961996151968
832,0.00971891697018138
833,0.0097182235650377
834,0.00971753974165602
835,0.00971686549539812
836,0.00971620082141073
837,0.00971554571461413
838,0.0097149001696924
839,0.00971426418108307
840,0.00971363774296571
841,0.0097130208492515
842,0.00971241349357198
843,0.00971181566926829
844,0.00971122736937926
845,0.00971064858663041
846,0.00971007931342216
847,0.00970951954181821
848,0.00970896926353343
849,0.00970842846992248
850,0.00970789715196662
851,0.00970737530026282
852,0.00970686290501013
853,0.00970635995599792
854,0.00970586644259306
855,0.00970538235372686
856,0.00970490767788301
857,0.00970444240308386
858,0.00970398651687768
859,0.00970354000632541
860,0.00970310285798736
861,0.0097026750579098
862,0.0097022565916119
863,0.00970184744407141
864,0.00970144759971185
865,0.00970105704238801
866,0.00970067575537279
867,0.00970030372134316
868,0.00969994092236563
869,0.00969958733988353
870,0.00969924295470156
871,0.00969890774697274
872,0.00969858169618375
873,0.0096982647811406
874,0.00969795697995517
875,0.00969765827003002
876,0.00969736862804471
877,0.0096970880299413
878,0.00969681645091023
879,0.00969655386537599
880,0.00969630024698236
881,0.00969605556857893
882,0.00969581980220631
883,0.00969559291908171
884,0.00969537488958553
885,0.00969516568324641
886,0.00969496526872734
887,0.00969477361381171
888,0.00969459068538907
889,0.00969441644944166
890,0.0096942508710301
891,0.00969409391427968
892,0.00969394554236693
893,0.00969380571750562
894,0.00969367440093386
895,0.00969355155290011
896,0.00969343713265044
897,0.0096933310984153
898,0.00969323340739649
899,0.00969314401575449
900,0.00969306287859572
901,0.00969298994996006
902,0.00969292518280879
903,0.00969286852901205
904,0.0096928199393373
905,0.0096927793634376
906,0.00969274674983993
907,0.00969272204593426
908,0.0096927051979616
909,0.00969269615100461
910,0.0096926948489755
911,0.00969270123460708
912,0.0096927152494418
913,0.00969273683382225
914,0.00969276592688173
915,0.0096928024665347
916,0.0096928463894683
917,0.00969289763113355
918,0.00969295612573677
919,0.00969302180623155
920,0.00969309460431143
921,0.00969317445040245
922,0.00969326127365585
923,0.00969335500194128
924,0.00969345556184089
925,0.00969356287864254
926,0.00969367687633512
927,0.00969379747760273
928,0.00969392460381964
929,0.00969405817504552
930,0.00969419811002203
931,0.00969434432616841
932,0.00969449673957791
933,0.00969465526501497
934,0.00969481981591276
935,0.00969499030437043
936,0.00969516664115148
937,0.00969534873568242
938,0.00969553649605068
939,0.00969572982900567
940,0.0096959286399568
941,0.00969613283297414
942,0.00969634231078899
943,0.00969655697479459
944,0.00969677672504787
945,0.0096970014602698
946,0.00969723107784892
947,0.00969746547384259
948,0.0096977045429806
949,0.00969794817866782
950,0.00969819627298834
951,0.00969844871670819
952,0.00969870539928114
953,0.00969896620885248
954,0.00969923103226385
955,0.00969949975505988
956,0.00969977226149184
957,0.00970004843452568
958,0.00970032815584733
959,0.00970061130586985
960,0.00970089776373998
961,0.00970118740734614
962,0.00970148011332574
963,0.00970177575707318
964,0.00970207421274793
965,0.00970237535328342
966,0.00970267905039553
967,0.00970298517459173
968,0.00970329359518038
969,0.00970360418028005
970,0.0097039167968301
971,0.00970423131059908
972,0.00970454758619679
973,0.00970486548708336
974,0.00970518487558062
975,0.00970550561288155
976,0.00970582755906308
977,0.00970615057309563
978,0.0097064745128549
979,0.00970679923513338
980,0.00970712459565105
981,0.00970745044906788
982,0.00970777664899485
983,0.00970810304800547
984,0.0097084294976481
985,0.00970875584845754
986,0.00970908194996712
987,0.00970940765071985
988,0.00970973279828121
989,0.00971005723925069
990,0.00971038081927394
991,0.00971070338305373
992,0.00971102477436337
993,0.00971134483605714
994,0.00971166341008308
995,0.00971198033749349
996,0.00971229545845828
997,0.00971260861227461
998,0.00971291963737988
999,0.00971322837136208
